payment_id,shipment_id,method,amount,ccy,bank,broker
P0003146,S0003957,letter_of_credit,184943,USD,bank_B,broker_Y
P0003147,S0003771,cashlike,38004,USD,bank_B,broker_Y
P0003148,S0000510,cashlike,8852,USD,bank_B,broker_Y
P0003149,S0000706,letter_of_credit,121618,EUR,bank_B,broker_Y
P0003150,S0000354,letter_of_credit,6336,USD,bank_A,broker_X
P0003151,S0003462,wire,80418,USD,bank_B,broker_Y
P0003152,S0004121,wire,119059,EUR,bank_C,broker_Z
P0003153,S0004125,wire,192796,USD,bank_B,broker_X
P0003154,S0002528,cashlike,194271,EUR,bank_C,broker_Z
P0003155,S0004440,letter_of_credit,74598,JPY,bank_C,broker_Y
P0003156,S0000260,letter_of_credit,107648,USD,bank_B,broker_X
P0003157,S0004931,wire,57333,USD,bank_B,broker_Z
P0003158,S0002605,cashlike,194418,EUR,bank_A,broker_Y
P0003159,S0001698,letter_of_credit,71973,JPY,bank_A,broker_Y
P0003160,S0003269,wire,118824,JPY,bank_C,broker_Z
P0003161,S0001736,cashlike,160553,JPY,bank_C,broker_Z
P0003162,S0001256,wire,115657,EUR,bank_A,broker_Z
P0003163,S0000200,cashlike,62000,JPY,bank_B,broker_Z
P0003164,S0000565,letter_of_credit,39077,EUR,bank_B,broker_Y
P0003165,S0001824,letter_of_credit,2475,JPY,bank_C,broker_Y
P0003166,S0001704,letter_of_credit,109887,EUR,bank_B,broker_X
P0003167,S0000325,wire,33941,JPY,bank_C,broker_Z
P0003168,S0000565,letter_of_credit,43914,EUR,bank_A,broker_X
P0003169,S0004311,cashlike,140817,JPY,bank_C,broker_Y
P0003170,S0001385,cashlike,183571,USD,bank_C,broker_Z
P0003171,S0003624,wire,76786,JPY,bank_B,broker_Y
P0003172,S0002434,cashlike,154144,USD,bank_C,broker_X
P0003173,S0000193,letter_of_credit,134194,JPY,bank_B,broker_X
P0003174,S0000817,cashlike,3306,USD,bank_C,broker_X
P0003175,S0002414,letter_of_credit,111439,JPY,bank_B,broker_Y
P0003176,S0002095,wire,82033,USD,bank_B,broker_Z
P0003177,S0001180,wire,142421,JPY,bank_A,broker_X
P0003178,S0004202,cashlike,140678,EUR,bank_C,broker_Y
P0003179,S0000820,letter_of_credit,136047,USD,bank_B,broker_X
P0003180,S0000469,wire,160711,EUR,bank_C,broker_Y
P0003181,S0003954,cashlike,8877,JPY,bank_A,broker_Y
P0003182,S0000974,letter_of_credit,59201,USD,bank_C,broker_X
P0003183,S0004511,letter_of_credit,164158,USD,bank_C,broker_X
P0003184,S0002280,letter_of_credit,176434,EUR,bank_C,broker_Y
P0003185,S0003964,cashlike,168010,JPY,bank_B,broker_X
P0003186,S0004209,letter_of_credit,76771,USD,bank_B,broker_Y
P0003187,S0003171,letter_of_credit,58925,EUR,bank_C,broker_X
P0003188,S0000832,cashlike,36723,EUR,bank_B,broker_X
P0003189,S0002464,wire,63792,JPY,bank_C,broker_Z
P0003190,S0001491,cashlike,53906,EUR,bank_A,broker_Y
P0003191,S0003628,wire,183819,USD,bank_B,broker_X
P0003192,S0000402,letter_of_credit,110157,EUR,bank_C,broker_Z
P0003193,S0004651,cashlike,155848,USD,bank_B,broker_X
P0003194,S0002205,cashlike,13928,EUR,bank_A,broker_Y
P0003195,S0004035,letter_of_credit,59609,EUR,bank_B,broker_Y
P0003196,S0002963,wire,124753,USD,bank_C,broker_Z
P0003197,S0001219,wire,138295,JPY,bank_C,broker_Z
P0003198,S0002602,cashlike,138908,JPY,bank_A,broker_Z
P0003199,S0001670,wire,54316,JPY,bank_A,broker_Z
P0003200,S0003569,wire,78096,EUR,bank_A,broker_X
P0003201,S0002160,cashlike,88552,USD,bank_B,broker_Y
P0003202,S0000904,cashlike,22484,USD,bank_C,broker_Z
P0003203,S0003283,letter_of_credit,71550,EUR,bank_A,broker_Z
P0003204,S0004446,wire,45944,EUR,bank_A,broker_Y
P0003205,S0001802,wire,45312,USD,bank_A,broker_Z
P0003206,S0000197,wire,113929,EUR,bank_A,broker_X
P0003207,S0003256,wire,78627,EUR,bank_C,broker_X
P0003208,S0001396,letter_of_credit,123645,EUR,bank_C,broker_Y
P0003209,S0000714,letter_of_credit,123493,JPY,bank_C,broker_X
P0003210,S0004315,wire,195978,EUR,bank_A,broker_Y
P0003211,S0000246,letter_of_credit,8759,USD,bank_B,broker_Y
P0003212,S0000109,letter_of_credit,25723,EUR,bank_B,broker_Z
P0003213,S0004235,letter_of_credit,105991,USD,bank_C,broker_Z
P0003214,S0000061,wire,88899,USD,bank_B,broker_Z
P0003215,S0002551,wire,78504,USD,bank_A,broker_Z
P0003216,S0004326,cashlike,81431,JPY,bank_C,broker_Z
P0003217,S0003211,cashlike,130928,USD,bank_B,broker_Z
P0003218,S0002976,cashlike,73577,EUR,bank_B,broker_X
P0003219,S0003228,letter_of_credit,114084,USD,bank_C,broker_Z
P0003220,S0001285,letter_of_credit,121162,JPY,bank_C,broker_Y
P0003221,S0003994,cashlike,64038,USD,bank_B,broker_X
P0003222,S0002627,cashlike,140980,EUR,bank_B,broker_Z
P0003223,S0000729,wire,93089,USD,bank_A,broker_Z
P0003224,S0004862,wire,125771,JPY,bank_B,broker_Z
P0003225,S0003364,wire,52783,EUR,bank_B,broker_X
P0003226,S0003884,wire,92668,USD,bank_C,broker_Z
P0003227,S0003652,letter_of_credit,55351,USD,bank_B,broker_Z
P0003228,S0000931,letter_of_credit,28017,EUR,bank_B,broker_Z
P0003229,S0002288,cashlike,190054,JPY,bank_A,broker_Y
P0003230,S0004963,letter_of_credit,7099,JPY,bank_B,broker_X
P0003231,S0002917,letter_of_credit,191396,JPY,bank_A,broker_X
P0003232,S0003312,wire,168410,EUR,bank_A,broker_Z
P0003233,S0001155,cashlike,32848,USD,bank_B,broker_X
P0003234,S0001626,letter_of_credit,48718,USD,bank_B,broker_Y
P0003235,S0003128,letter_of_credit,92170,JPY,bank_C,broker_X
P0003236,S0004053,wire,161384,USD,bank_B,broker_Y
P0003237,S0003822,letter_of_credit,116701,EUR,bank_A,broker_Y
P0003238,S0003323,cashlike,189842,USD,bank_C,broker_X
P0003239,S0003500,cashlike,150922,EUR,bank_C,broker_X
P0003240,S0003287,letter_of_credit,18913,EUR,bank_C,broker_X
P0003241,S0001917,wire,120504,EUR,bank_C,broker_Z
P0003242,S0000098,cashlike,175234,JPY,bank_C,broker_X
P0003243,S0004022,wire,23932,USD,bank_C,broker_X
P0003244,S0001654,wire,37501,JPY,bank_A,broker_Y
P0003245,S0003231,cashlike,104726,JPY,bank_C,broker_Z
P0003246,S0000525,letter_of_credit,197628,EUR,bank_A,broker_X
P0003247,S0001464,wire,94001,USD,bank_C,broker_Z
P0003248,S0000778,wire,21041,JPY,bank_A,broker_X
P0003249,S0000611,wire,49366,EUR,bank_C,broker_X
P0003250,S0001400,wire,58991,EUR,bank_A,broker_Z
P0003251,S0000914,wire,123247,EUR,bank_A,broker_Z
P0003252,S0001976,wire,120004,USD,bank_B,broker_Z
P0003253,S0000767,letter_of_credit,70598,USD,bank_C,broker_Z
P0003254,S0000301,cashlike,167699,JPY,bank_B,broker_Y
P0003255,S0004140,wire,38432,EUR,bank_B,broker_Y
P0003256,S0002985,cashlike,114850,JPY,bank_A,broker_X
P0003257,S0002378,letter_of_credit,123190,USD,bank_B,broker_Z
P0003258,S0000932,letter_of_credit,192234,USD,bank_C,broker_X
P0003259,S0000132,cashlike,177168,EUR,bank_B,broker_X
P0003260,S0003668,cashlike,152706,EUR,bank_B,broker_X
P0003261,S0000213,letter_of_credit,195848,USD,bank_B,broker_Z
P0003262,S0004112,wire,103210,JPY,bank_B,broker_Y
P0003263,S0003246,cashlike,73638,JPY,bank_B,broker_Y
P0003264,S0000721,wire,154109,USD,bank_C,broker_X
P0003265,S0003359,cashlike,21662,JPY,bank_C,broker_Z
P0003266,S0003909,wire,182341,JPY,bank_B,broker_X
P0003267,S0002727,cashlike,173761,JPY,bank_C,broker_Z
P0003268,S0004738,letter_of_credit,122105,EUR,bank_C,broker_Z
P0003269,S0001265,cashlike,192574,EUR,bank_A,broker_X
P0003270,S0003644,letter_of_credit,71677,EUR,bank_C,broker_Y
P0003271,S0004558,letter_of_credit,126614,JPY,bank_C,broker_X
P0003272,S0003670,cashlike,183034,JPY,bank_C,broker_X
P0003273,S0000322,cashlike,16275,USD,bank_B,broker_Y
P0003274,S0002088,letter_of_credit,106250,EUR,bank_A,broker_Y
P0003275,S0004582,letter_of_credit,105589,JPY,bank_B,broker_X
P0003276,S0004728,cashlike,135653,JPY,bank_C,broker_X
P0003277,S0000624,letter_of_credit,84459,JPY,bank_A,broker_Y
P0003278,S0003888,cashlike,45626,EUR,bank_C,broker_Y
P0003279,S0001699,letter_of_credit,96489,EUR,bank_C,broker_X
P0003280,S0003273,letter_of_credit,127945,USD,bank_A,broker_Y
P0003281,S0002052,cashlike,199929,EUR,bank_C,broker_Y
P0003282,S0003790,cashlike,69946,EUR,bank_A,broker_Z
P0003283,S0003177,cashlike,1922,EUR,bank_B,broker_Z
P0003284,S0003749,cashlike,22993,JPY,bank_C,broker_X
P0003285,S0000064,cashlike,168193,USD,bank_C,broker_Y
P0003286,S0003289,cashlike,129301,EUR,bank_B,broker_Z
P0003287,S0003156,letter_of_credit,151268,JPY,bank_C,broker_X
P0003288,S0001285,wire,117335,EUR,bank_C,broker_Z
P0003289,S0004994,wire,56970,JPY,bank_A,broker_Z
P0003290,S0001265,wire,13098,EUR,bank_C,broker_Y
P0003291,S0000196,letter_of_credit,156326,EUR,bank_C,broker_Y
P0003292,S0001916,wire,128876,EUR,bank_C,broker_Y
P0003293,S0002883,letter_of_credit,21298,JPY,bank_A,broker_Z
P0003294,S0002352,cashlike,93384,JPY,bank_A,broker_Y
P0003295,S0002204,cashlike,71227,USD,bank_C,broker_Z
P0003296,S0003218,cashlike,64017,EUR,bank_A,broker_Y
P0003297,S0001923,letter_of_credit,55393,USD,bank_A,broker_Y
P0003298,S0004178,wire,47631,JPY,bank_A,broker_X
P0003299,S0001701,letter_of_credit,191424,EUR,bank_B,broker_X
P0003300,S0002371,cashlike,117479,USD,bank_A,broker_Y
P0003301,S0000755,wire,37123,JPY,bank_A,broker_Z
P0003302,S0004731,cashlike,61254,EUR,bank_C,broker_Z
P0003303,S0000764,letter_of_credit,83226,JPY,bank_B,broker_Z
P0003304,S0004002,cashlike,7350,EUR,bank_B,broker_Y
P0003305,S0003239,letter_of_credit,149051,JPY,bank_C,broker_Z
P0003306,S0001706,cashlike,32288,USD,bank_C,broker_X
P0003307,S0004196,cashlike,98914,USD,bank_B,broker_Y
P0003308,S0001490,wire,185787,USD,bank_A,broker_X
P0003309,S0000832,letter_of_credit,10983,USD,bank_B,broker_X
P0003310,S0000716,wire,96222,EUR,bank_C,broker_Y
P0003311,S0001074,wire,4977,EUR,bank_C,broker_Z
P0003312,S0002557,wire,43704,USD,bank_A,broker_Y
P0003313,S0001133,wire,44562,USD,bank_B,broker_Y
P0003314,S0001599,wire,98556,JPY,bank_C,broker_X
P0003315,S0004120,cashlike,28734,JPY,bank_A,broker_Z
P0003316,S0003136,letter_of_credit,106315,EUR,bank_C,broker_Z
P0003317,S0004471,letter_of_credit,82522,USD,bank_B,broker_Y
P0003318,S0001507,wire,114928,JPY,bank_C,broker_X
P0003319,S0002735,cashlike,9047,USD,bank_A,broker_X
P0003320,S0001125,letter_of_credit,2919,JPY,bank_C,broker_Z
P0003321,S0003672,wire,33449,USD,bank_C,broker_X
P0003322,S0004613,wire,157701,JPY,bank_C,broker_Y
P0003323,S0002639,wire,83169,EUR,bank_A,broker_Z
P0003324,S0000331,cashlike,104444,EUR,bank_C,broker_X
P0003325,S0000525,letter_of_credit,31966,EUR,bank_C,broker_Z
P0003326,S0004238,cashlike,5868,JPY,bank_C,broker_X
P0003327,S0000999,cashlike,23145,EUR,bank_A,broker_Z
P0003328,S0001248,letter_of_credit,69468,EUR,bank_C,broker_Z
P0003329,S0003123,cashlike,77929,USD,bank_A,broker_X
P0003330,S0000165,cashlike,145716,USD,bank_C,broker_Z
P0003331,S0003063,letter_of_credit,70801,JPY,bank_A,broker_Y
P0003332,S0000080,letter_of_credit,141485,EUR,bank_C,broker_Z
P0003333,S0004473,cashlike,172333,USD,bank_C,broker_Y
P0003334,S0004844,cashlike,104477,JPY,bank_A,broker_Y
P0003335,S0002589,wire,32990,JPY,bank_B,broker_Y
P0003336,S0003641,wire,112573,JPY,bank_B,broker_X
P0003337,S0004617,cashlike,108497,USD,bank_A,broker_Y
P0003338,S0001777,wire,136879,JPY,bank_A,broker_Z
P0003339,S0000873,letter_of_credit,130643,USD,bank_B,broker_Z
P0003340,S0002997,letter_of_credit,176521,EUR,bank_B,broker_X
P0003341,S0001050,wire,123981,USD,bank_A,broker_X
P0003342,S0004936,cashlike,82730,USD,bank_C,broker_X
P0003343,S0000669,wire,167828,JPY,bank_A,broker_X
P0003344,S0003427,cashlike,92434,USD,bank_A,broker_Y
P0003345,S0000302,letter_of_credit,87904,USD,bank_A,broker_Y
P0003346,S0004144,cashlike,118486,JPY,bank_B,broker_X
P0003347,S0002323,letter_of_credit,34247,USD,bank_C,broker_Y
P0003348,S0004471,cashlike,133089,JPY,bank_B,broker_Z
P0003349,S0001774,wire,92854,JPY,bank_C,broker_Y
P0003350,S0004905,letter_of_credit,153390,USD,bank_B,broker_Y
P0003351,S0001417,letter_of_credit,30149,EUR,bank_B,broker_X
P0003352,S0004406,cashlike,58790,EUR,bank_B,broker_Z
P0003353,S0002410,letter_of_credit,165245,USD,bank_C,broker_X
P0003354,S0002783,letter_of_credit,53971,EUR,bank_A,broker_Y
P0003355,S0004155,cashlike,33743,USD,bank_B,broker_Y
P0003356,S0002566,letter_of_credit,21235,EUR,bank_B,broker_Y
P0003357,S0000026,wire,161180,USD,bank_B,broker_Z
P0003358,S0004743,cashlike,155400,EUR,bank_B,broker_Y
P0003359,S0004494,cashlike,161724,JPY,bank_B,broker_Y
P0003360,S0003416,cashlike,134295,EUR,bank_C,broker_X
P0003361,S0002206,cashlike,115376,JPY,bank_B,broker_X
P0003362,S0003118,wire,48578,USD,bank_B,broker_X
P0003363,S0001800,cashlike,142850,EUR,bank_C,broker_Z
P0003364,S0001854,wire,55815,USD,bank_C,broker_Z
P0003365,S0003465,letter_of_credit,115659,EUR,bank_C,broker_Y
P0003366,S0004257,letter_of_credit,5941,USD,bank_A,broker_Z
P0003367,S0004865,cashlike,76413,EUR,bank_B,broker_X
P0003368,S0003059,cashlike,59032,EUR,bank_B,broker_Y
P0003369,S0004642,letter_of_credit,69397,JPY,bank_A,broker_Y
P0003370,S0004589,letter_of_credit,134904,EUR,bank_B,broker_Z
P0003371,S0004896,cashlike,142975,JPY,bank_C,broker_X
P0003372,S0001212,cashlike,25831,EUR,bank_B,broker_X
P0003373,S0003973,wire,11965,USD,bank_B,broker_X
P0003374,S0001335,wire,64222,JPY,bank_A,broker_Z
P0003375,S0001298,cashlike,17317,EUR,bank_B,broker_Z
P0003376,S0000937,wire,57047,USD,bank_C,broker_X
P0003377,S0000773,cashlike,124300,USD,bank_C,broker_Z
P0003378,S0000877,cashlike,132704,EUR,bank_B,broker_X
P0003379,S0001628,letter_of_credit,103846,EUR,bank_A,broker_Z
P0003380,S0001669,cashlike,50480,USD,bank_B,broker_Y
P0003381,S0001147,letter_of_credit,104532,USD,bank_C,broker_X
P0003382,S0003367,letter_of_credit,68989,JPY,bank_C,broker_Z
P0003383,S0001935,cashlike,14365,USD,bank_C,broker_Z
P0003384,S0000950,letter_of_credit,133599,EUR,bank_C,broker_Z
P0003385,S0000326,wire,156587,USD,bank_B,broker_Y
P0003386,S0000926,letter_of_credit,11888,EUR,bank_A,broker_Y
P0003387,S0004532,cashlike,10355,USD,bank_C,broker_Z
P0003388,S0002207,letter_of_credit,170359,USD,bank_A,broker_Y
P0003389,S0004674,wire,98448,USD,bank_B,broker_Z
P0003390,S0004071,cashlike,181103,USD,bank_A,broker_X
P0003391,S0003969,cashlike,74695,EUR,bank_C,broker_Y
P0003392,S0002374,wire,36186,JPY,bank_A,broker_Y
P0003393,S0001744,cashlike,57382,USD,bank_C,broker_Y
P0003394,S0001698,cashlike,147337,JPY,bank_B,broker_Z
P0003395,S0002843,wire,103042,EUR,bank_A,broker_X
P0003396,S0003515,cashlike,149679,EUR,bank_B,broker_X
P0003397,S0004157,letter_of_credit,153821,USD,bank_B,broker_X
P0003398,S0000461,wire,113416,USD,bank_C,broker_X
P0003399,S0004457,cashlike,135038,USD,bank_A,broker_Y
P0003400,S0002747,wire,20558,EUR,bank_B,broker_Y
P0003401,S0004197,wire,35587,USD,bank_B,broker_Y
P0003402,S0004461,letter_of_credit,151140,EUR,bank_B,broker_Y
P0003403,S0001601,cashlike,15280,USD,bank_B,broker_X
P0003404,S0001763,cashlike,154239,USD,bank_A,broker_Z
P0003405,S0003246,wire,13645,EUR,bank_A,broker_X
P0003406,S0001619,wire,131273,EUR,bank_B,broker_Y
P0003407,S0002071,wire,51790,USD,bank_B,broker_X
P0003408,S0000309,cashlike,88508,JPY,bank_C,broker_Z
P0003409,S0000317,wire,84464,JPY,bank_C,broker_X
P0003410,S0002936,cashlike,14096,USD,bank_C,broker_Z
P0003411,S0001204,wire,99315,EUR,bank_A,broker_Z
P0003412,S0000870,letter_of_credit,68480,JPY,bank_B,broker_X
P0003413,S0002894,wire,128451,JPY,bank_B,broker_Y
P0003414,S0004202,cashlike,64888,EUR,bank_C,broker_Y
P0003415,S0000195,cashlike,166831,EUR,bank_A,broker_X
P0003416,S0003923,cashlike,49706,JPY,bank_A,broker_Z
P0003417,S0004948,cashlike,102947,USD,bank_C,broker_Z
P0003418,S0002895,cashlike,122456,JPY,bank_B,broker_Z
P0003419,S0003066,wire,43563,USD,bank_B,broker_X
P0003420,S0000441,wire,164451,EUR,bank_B,broker_X
P0003421,S0001609,cashlike,68218,JPY,bank_B,broker_X
P0003422,S0001886,cashlike,136895,JPY,bank_C,broker_Y
P0003423,S0004609,wire,107284,USD,bank_B,broker_X
P0003424,S0001506,cashlike,3188,EUR,bank_A,broker_Y
P0003425,S0000169,letter_of_credit,186281,EUR,bank_C,broker_Z
P0003426,S0003342,wire,3325,USD,bank_B,broker_Y
P0003427,S0002771,wire,29831,JPY,bank_A,broker_Y
P0003428,S0003465,letter_of_credit,69034,USD,bank_C,broker_X
P0003429,S0004875,cashlike,66509,USD,bank_A,broker_Z
P0003430,S0003160,cashlike,4222,EUR,bank_A,broker_Y
P0003431,S0003503,wire,132312,USD,bank_C,broker_Y
P0003432,S0000136,cashlike,17475,JPY,bank_B,broker_Y
P0003433,S0001188,wire,7003,USD,bank_B,broker_Z
P0003434,S0003350,cashlike,20740,JPY,bank_C,broker_Y
P0003435,S0004715,letter_of_credit,60173,JPY,bank_B,broker_Y
P0003436,S0004159,letter_of_credit,51253,EUR,bank_B,broker_Z
P0003437,S0001433,wire,42242,JPY,bank_A,broker_Y
P0003438,S0004124,cashlike,140741,JPY,bank_A,broker_X
P0003439,S0003257,letter_of_credit,54911,EUR,bank_B,broker_Y
P0003440,S0000356,letter_of_credit,155059,JPY,bank_A,broker_Y
P0003441,S0000382,cashlike,58586,EUR,bank_A,broker_X
P0003442,S0002358,wire,22379,USD,bank_B,broker_Z
P0003443,S0003050,wire,112820,USD,bank_C,broker_Z
P0003444,S0002181,cashlike,79858,JPY,bank_B,broker_Y
P0003445,S0003979,letter_of_credit,59172,EUR,bank_C,broker_Z
P0003446,S0000428,wire,119085,EUR,bank_C,broker_Z
P0003447,S0003570,wire,178896,EUR,bank_C,broker_X
P0003448,S0002250,wire,170948,JPY,bank_C,broker_Z
P0003449,S0001543,wire,104476,USD,bank_B,broker_Z
P0003450,S0003215,cashlike,94959,EUR,bank_B,broker_Z
P0003451,S0002599,wire,177842,USD,bank_C,broker_X
P0003452,S0002230,wire,33237,EUR,bank_A,broker_X
P0003453,S0002220,cashlike,72369,USD,bank_A,broker_X
P0003454,S0000238,cashlike,165118,USD,bank_C,broker_X
P0003455,S0001434,letter_of_credit,55352,EUR,bank_B,broker_X
P0003456,S0001532,wire,135619,USD,bank_C,broker_X
P0003457,S0000076,wire,136884,JPY,bank_B,broker_Z
P0003458,S0000859,letter_of_credit,167907,EUR,bank_B,broker_Z
P0003459,S0003032,letter_of_credit,155544,USD,bank_C,broker_Z
P0003460,S0004504,cashlike,70017,EUR,bank_C,broker_Z
P0003461,S0004502,wire,51422,JPY,bank_C,broker_Z
P0003462,S0003026,letter_of_credit,85103,JPY,bank_C,broker_Y
P0003463,S0000579,wire,193278,EUR,bank_C,broker_Z
P0003464,S0002272,wire,127793,USD,bank_B,broker_Z
P0003465,S0004634,cashlike,182668,JPY,bank_A,broker_X
P0003466,S0002062,cashlike,11943,USD,bank_A,broker_Y
P0003467,S0003167,cashlike,30064,JPY,bank_B,broker_Z
P0003468,S0003182,letter_of_credit,10720,EUR,bank_C,broker_Y
P0003469,S0003709,wire,78009,USD,bank_B,broker_Z
P0003470,S0002275,wire,124014,EUR,bank_B,broker_X
P0003471,S0003478,cashlike,1359,USD,bank_C,broker_Z
P0003472,S0002603,cashlike,159474,USD,bank_B,broker_X
P0003473,S0002392,letter_of_credit,111802,USD,bank_A,broker_Z
P0003474,S0003890,letter_of_credit,81034,EUR,bank_C,broker_Y
P0003475,S0000002,letter_of_credit,53268,EUR,bank_A,broker_Z
P0003476,S0000551,letter_of_credit,147890,JPY,bank_C,broker_Y
P0003477,S0000814,cashlike,38632,USD,bank_A,broker_Z
P0003478,S0004757,letter_of_credit,89517,USD,bank_B,broker_Z
P0003479,S0001504,wire,194519,EUR,bank_C,broker_Y
P0003480,S0004590,letter_of_credit,30959,JPY,bank_A,broker_Z
P0003481,S0004202,letter_of_credit,62063,EUR,bank_C,broker_Z
P0003482,S0002200,wire,164340,USD,bank_B,broker_Y
P0003483,S0004557,cashlike,4969,EUR,bank_B,broker_Y
P0003484,S0000654,cashlike,119973,EUR,bank_A,broker_Z
P0003485,S0003064,cashlike,136237,JPY,bank_A,broker_Z
P0003486,S0004189,letter_of_credit,168566,USD,bank_C,broker_X
P0003487,S0002775,wire,76071,JPY,bank_A,broker_Y
P0003488,S0002679,wire,149284,USD,bank_C,broker_Z
P0003489,S0004528,wire,165282,USD,bank_A,broker_X
P0003490,S0002376,wire,136112,JPY,bank_B,broker_Y
P0003491,S0000254,cashlike,38903,JPY,bank_A,broker_Y
P0003492,S0002464,letter_of_credit,132752,EUR,bank_A,broker_Y
P0003493,S0004077,wire,191860,EUR,bank_C,broker_Z
P0003494,S0000849,letter_of_credit,12155,USD,bank_C,broker_Z
P0003495,S0004281,wire,103698,USD,bank_B,broker_Y
P0003496,S0001615,cashlike,14831,JPY,bank_B,broker_Y
P0003497,S0000403,letter_of_credit,28875,USD,bank_B,broker_X
P0003498,S0000740,cashlike,51010,USD,bank_C,broker_X
P0003499,S0003570,letter_of_credit,159340,EUR,bank_C,broker_X
P0003500,S0001497,wire,143686,JPY,bank_C,broker_X
P0003501,S0001700,letter_of_credit,5199,USD,bank_C,broker_Y
P0003502,S0000172,cashlike,42764,EUR,bank_A,broker_Z
P0003503,S0004310,letter_of_credit,152642,USD,bank_C,broker_X
P0003504,S0000622,letter_of_credit,73367,EUR,bank_C,broker_Y
P0003505,S0003440,wire,177226,EUR,bank_A,broker_Y
P0003506,S0000560,wire,142503,EUR,bank_B,broker_X
P0003507,S0001368,cashlike,17896,JPY,bank_A,broker_Y
P0003508,S0003312,cashlike,185380,JPY,bank_B,broker_Y
P0003509,S0002166,cashlike,59669,EUR,bank_A,broker_Z
P0003510,S0000864,cashlike,90563,USD,bank_A,broker_Y
P0003511,S0002746,wire,24613,EUR,bank_C,broker_Z
P0003512,S0000272,wire,55780,USD,bank_B,broker_Z
P0003513,S0000855,wire,112300,JPY,bank_B,broker_X
P0003514,S0001675,cashlike,169597,EUR,bank_A,broker_Y
P0003515,S0001706,cashlike,39289,JPY,bank_C,broker_X
P0003516,S0001023,wire,62258,USD,bank_B,broker_Y
P0003517,S0003183,cashlike,109041,JPY,bank_C,broker_Y
P0003518,S0000336,cashlike,98242,EUR,bank_A,broker_Y
P0003519,S0003023,letter_of_credit,113869,EUR,bank_A,broker_Z
P0003520,S0004070,cashlike,154050,JPY,bank_B,broker_Y
P0003521,S0001623,wire,154482,EUR,bank_A,broker_X
P0003522,S0000933,wire,196218,EUR,bank_A,broker_Y
P0003523,S0003824,cashlike,21911,USD,bank_A,broker_Z
P0003524,S0002131,letter_of_credit,187706,USD,bank_A,broker_Y
P0003525,S0003218,letter_of_credit,178731,USD,bank_B,broker_X
P0003526,S0002210,cashlike,143954,EUR,bank_A,broker_Z
P0003527,S0000485,wire,179532,USD,bank_B,broker_X
P0003528,S0004053,letter_of_credit,159036,JPY,bank_A,broker_Z
P0003529,S0004955,letter_of_credit,112356,JPY,bank_C,broker_Y
P0003530,S0004789,letter_of_credit,111350,USD,bank_A,broker_Y
P0003531,S0002725,cashlike,133735,EUR,bank_B,broker_X
P0003532,S0000315,wire,155062,JPY,bank_B,broker_Y
P0003533,S0004296,cashlike,118990,JPY,bank_C,broker_Z
P0003534,S0002822,cashlike,95372,USD,bank_C,broker_Z
P0003535,S0004222,cashlike,162900,EUR,bank_C,broker_X
P0003536,S0003959,cashlike,97469,EUR,bank_B,broker_X
P0003537,S0002102,cashlike,132811,JPY,bank_A,broker_Z
P0003538,S0003298,letter_of_credit,66357,USD,bank_B,broker_X
P0003539,S0000792,wire,171049,JPY,bank_B,broker_Z
P0003540,S0004235,letter_of_credit,21531,EUR,bank_C,broker_Z
P0003541,S0000216,letter_of_credit,195264,JPY,bank_C,broker_Y
P0003542,S0000615,wire,127799,JPY,bank_A,broker_Y
P0003543,S0002059,wire,115259,EUR,bank_B,broker_Y
P0003544,S0004483,wire,10353,USD,bank_B,broker_Z
P0003545,S0003688,cashlike,149401,EUR,bank_C,broker_Y
P0003546,S0000629,letter_of_credit,197288,USD,bank_C,broker_X
P0003547,S0004934,letter_of_credit,144955,JPY,bank_C,broker_Z
P0003548,S0003459,wire,72337,USD,bank_B,broker_Y
P0003549,S0002623,wire,54921,USD,bank_A,broker_Z
P0003550,S0002026,wire,143429,JPY,bank_B,broker_Y
P0003551,S0004181,letter_of_credit,136666,USD,bank_C,broker_Y
P0003552,S0000881,wire,20707,EUR,bank_C,broker_Z
P0003553,S0001012,wire,156352,EUR,bank_C,broker_Z
P0003554,S0000488,wire,159621,USD,bank_B,broker_X
P0003555,S0002106,letter_of_credit,12843,EUR,bank_A,broker_Y
P0003556,S0000483,cashlike,71199,USD,bank_B,broker_X
P0003557,S0001336,letter_of_credit,12127,USD,bank_C,broker_Z
P0003558,S0004607,wire,169926,EUR,bank_B,broker_Y
P0003559,S0001007,wire,155514,JPY,bank_A,broker_Z
P0003560,S0001248,wire,111614,JPY,bank_C,broker_X
P0003561,S0001593,letter_of_credit,162997,USD,bank_B,broker_Z
P0003562,S0002805,cashlike,40519,JPY,bank_A,broker_Z
P0003563,S0001814,wire,17153,JPY,bank_C,broker_Z
P0003564,S0000489,letter_of_credit,65801,EUR,bank_A,broker_Y
P0003565,S0004310,cashlike,126176,EUR,bank_A,broker_Y
P0003566,S0003155,letter_of_credit,76917,JPY,bank_B,broker_X
P0003567,S0003662,wire,20801,EUR,bank_B,broker_Y
P0003568,S0001063,cashlike,59120,EUR,bank_C,broker_X
P0003569,S0003436,wire,106946,JPY,bank_A,broker_Y
P0003570,S0001182,letter_of_credit,34030,JPY,bank_A,broker_X
P0003571,S0003107,letter_of_credit,22115,JPY,bank_C,broker_Y
P0003572,S0002524,cashlike,19639,USD,bank_A,broker_X
P0003573,S0001195,letter_of_credit,189827,EUR,bank_A,broker_Y
