shipment_id,exporter_id,domain,incoterm,mode,qty,unit,invoice_id,description
S0004308,E001078,luxury_dual_use_consumer,FOB,air,335,kg,INV576726,DESC luxury_dual_use_consumer 846
S0004309,E001936,energy_equipment,CIF,road,91,kg,INV440735,DESC energy_equipment 255
S0004310,E001447,energy_equipment,DAP,air,405,pcs,INV576051,DESC energy_equipment 826
S0004311,E001173,energy_equipment,CIF,air,182,pcs,INV383361,DESC energy_equipment 57
S0004312,E000180,energy_equipment,FOB,sea,292,kg,INV484365,DESC energy_equipment 758
S0004313,E000805,maritime_port_equipment,DAP,air,179,pcs,INV687702,DESC maritime_port_equipment 245
S0004314,E000214,machine_tools,FOB,air,485,kg,INV297348,DESC machine_tools 643
S0004315,E000307,luxury_dual_use_consumer,CIF,sea,440,pcs,INV288342,DESC luxury_dual_use_consumer 97
S0004316,E000302,luxury_dual_use_consumer,FOB,road,248,L,INV735681,DESC luxury_dual_use_consumer 634
S0004317,E001460,medical_bio_lab,FOB,sea,239,kg,INV194845,DESC medical_bio_lab 610
S0004318,E000250,chemicals_precursors,CIF,air,146,L,INV511118,DESC chemicals_precursors 249
S0004319,E000048,energy_equipment,CIF,road,334,pcs,INV275047,DESC energy_equipment 419
S0004320,E000164,machine_tools,FOB,sea,61,pcs,INV744984,DESC machine_tools 162
S0004321,E001501,aerospace_uas_avionics,CIF,sea,3,kg,INV540200,DESC aerospace_uas_avionics 211
S0004322,E001345,medical_bio_lab,CIF,road,334,L,INV887320,DESC medical_bio_lab 835
S0004323,E001677,luxury_dual_use_consumer,DAP,sea,335,pcs,INV879734,DESC luxury_dual_use_consumer 8
S0004324,E000593,machine_tools,DAP,road,293,L,INV815383,DESC machine_tools 383
S0004325,E001201,maritime_port_equipment,CIF,air,294,L,INV902481,DESC maritime_port_equipment 440
S0004326,E000053,chemicals_precursors,CIF,road,51,pcs,INV247044,DESC chemicals_precursors 316
S0004327,E001456,maritime_port_equipment,DAP,air,478,L,INV893189,DESC maritime_port_equipment 442
S0004328,E001557,machine_tools,CIF,road,478,L,INV362870,DESC machine_tools 566
S0004329,E000284,luxury_dual_use_consumer,FOB,road,371,kg,INV580030,DESC luxury_dual_use_consumer 382
S0004330,E000867,luxury_dual_use_consumer,DAP,sea,316,L,INV479114,DESC luxury_dual_use_consumer 583
S0004331,E001211,aerospace_uas_avionics,FOB,road,389,pcs,INV623011,DESC aerospace_uas_avionics 478
S0004332,E000496,energy_equipment,FOB,road,358,L,INV691270,DESC energy_equipment 33
S0004333,E000611,energy_equipment,DAP,sea,378,L,INV854047,DESC energy_equipment 346
S0004334,E000319,machine_tools,FOB,air,17,L,INV528072,DESC machine_tools 255
S0004335,E001848,chemicals_precursors,DAP,road,417,L,INV406275,DESC chemicals_precursors 54
S0004336,E001710,luxury_dual_use_consumer,FOB,road,242,kg,INV451372,DESC luxury_dual_use_consumer 33
S0004337,E000838,maritime_port_equipment,FOB,air,64,kg,INV841496,DESC maritime_port_equipment 381
S0004338,E001648,medical_bio_lab,FOB,road,127,pcs,INV181436,DESC medical_bio_lab 523
S0004339,E000713,chemicals_precursors,DAP,air,15,L,INV222126,DESC chemicals_precursors 812
S0004340,E001582,machine_tools,FOB,road,228,pcs,INV268611,DESC machine_tools 326
S0004341,E001477,maritime_port_equipment,FOB,air,38,kg,INV997049,DESC maritime_port_equipment 760
S0004342,E001328,maritime_port_equipment,DAP,sea,304,pcs,INV498462,DESC maritime_port_equipment 584
S0004343,E000227,chemicals_precursors,DAP,air,138,pcs,INV715147,DESC chemicals_precursors 647
S0004344,E000786,energy_equipment,CIF,air,356,L,INV559346,DESC energy_equipment 200
S0004345,E000567,medical_bio_lab,CIF,air,242,kg,INV674622,DESC medical_bio_lab 135
S0004346,E000284,medical_bio_lab,FOB,road,37,pcs,INV961676,DESC medical_bio_lab 870
S0004347,E001212,chemicals_precursors,CIF,sea,235,pcs,INV666631,DESC chemicals_precursors 910
S0004348,E000885,energy_equipment,FOB,sea,356,pcs,INV265371,DESC energy_equipment 192
S0004349,E001705,chemicals_precursors,CIF,air,8,L,INV775652,DESC chemicals_precursors 677
S0004350,E000076,maritime_port_equipment,DAP,road,380,kg,INV740667,DESC maritime_port_equipment 298
S0004351,E000353,aerospace_uas_avionics,DAP,sea,123,pcs,INV169841,DESC aerospace_uas_avionics 401
S0004352,E000865,maritime_port_equipment,CIF,sea,445,L,INV956719,DESC maritime_port_equipment 318
S0004353,E000459,maritime_port_equipment,FOB,road,317,pcs,INV456799,DESC maritime_port_equipment 777
S0004354,E000219,chemicals_precursors,DAP,air,124,L,INV447171,DESC chemicals_precursors 939
S0004355,E001677,aerospace_uas_avionics,FOB,road,261,pcs,INV272123,DESC aerospace_uas_avionics 563
S0004356,E000437,luxury_dual_use_consumer,DAP,sea,149,L,INV774176,DESC luxury_dual_use_consumer 151
S0004357,E000426,luxury_dual_use_consumer,DAP,road,489,kg,INV230219,DESC luxury_dual_use_consumer 432
S0004358,E000801,chemicals_precursors,DAP,sea,394,pcs,INV129749,DESC chemicals_precursors 538
S0004359,E001756,aerospace_uas_avionics,FOB,sea,90,pcs,INV160579,DESC aerospace_uas_avionics 492
S0004360,E001394,chemicals_precursors,FOB,road,73,kg,INV563484,DESC chemicals_precursors 976
S0004361,E001628,medical_bio_lab,FOB,road,10,kg,INV618650,DESC medical_bio_lab 500
S0004362,E000396,medical_bio_lab,DAP,air,268,L,INV980125,DESC medical_bio_lab 589
S0004363,E001841,luxury_dual_use_consumer,DAP,sea,330,pcs,INV326097,DESC luxury_dual_use_consumer 701
S0004364,E000656,luxury_dual_use_consumer,DAP,air,492,pcs,INV811540,DESC luxury_dual_use_consumer 128
S0004365,E000567,maritime_port_equipment,CIF,air,490,kg,INV468849,DESC maritime_port_equipment 785
S0004366,E001275,aerospace_uas_avionics,DAP,road,325,pcs,INV601563,DESC aerospace_uas_avionics 258
S0004367,E000489,machine_tools,FOB,sea,416,pcs,INV977394,DESC machine_tools 108
S0004368,E000885,energy_equipment,DAP,sea,256,L,INV586587,DESC energy_equipment 404
S0004369,E001603,energy_equipment,DAP,air,321,kg,INV175523,DESC energy_equipment 374
S0004370,E000373,chemicals_precursors,FOB,air,215,kg,INV488444,DESC chemicals_precursors 757
S0004371,E000584,luxury_dual_use_consumer,FOB,sea,36,kg,INV199735,DESC luxury_dual_use_consumer 281
S0004372,E001124,machine_tools,CIF,air,267,pcs,INV206475,DESC machine_tools 81
S0004373,E000096,aerospace_uas_avionics,CIF,sea,241,L,INV240102,DESC aerospace_uas_avionics 632
S0004374,E000739,medical_bio_lab,DAP,air,325,kg,INV819250,DESC medical_bio_lab 692
S0004375,E001704,medical_bio_lab,CIF,road,372,kg,INV250721,DESC medical_bio_lab 979
S0004376,E001721,machine_tools,CIF,sea,122,pcs,INV550082,DESC machine_tools 256
S0004377,E000397,chemicals_precursors,FOB,air,353,kg,INV785368,DESC chemicals_precursors 898
S0004378,E000636,chemicals_precursors,FOB,sea,220,kg,INV115471,DESC chemicals_precursors 145
S0004379,E000410,energy_equipment,CIF,air,165,L,INV673171,DESC energy_equipment 803
S0004380,E000385,aerospace_uas_avionics,FOB,road,3,pcs,INV157581,DESC aerospace_uas_avionics 61
S0004381,E001717,luxury_dual_use_consumer,CIF,air,451,kg,INV753528,DESC luxury_dual_use_consumer 219
S0004382,E001152,machine_tools,DAP,road,196,pcs,INV722351,DESC machine_tools 89
S0004383,E000995,machine_tools,DAP,air,253,L,INV277267,DESC machine_tools 209
S0004384,E001221,medical_bio_lab,DAP,road,275,L,INV366655,DESC medical_bio_lab 876
S0004385,E001633,chemicals_precursors,CIF,air,284,kg,INV563781,DESC chemicals_precursors 113
S0004386,E001699,aerospace_uas_avionics,FOB,sea,32,L,INV902167,DESC aerospace_uas_avionics 406
S0004387,E000562,chemicals_precursors,FOB,road,256,L,INV665994,DESC chemicals_precursors 933
S0004388,E001203,aerospace_uas_avionics,CIF,road,260,kg,INV390538,DESC aerospace_uas_avionics 819
S0004389,E001481,medical_bio_lab,FOB,road,399,kg,INV716199,DESC medical_bio_lab 859
S0004390,E000386,aerospace_uas_avionics,DAP,air,270,kg,INV469099,DESC aerospace_uas_avionics 856
S0004391,E001681,aerospace_uas_avionics,DAP,sea,288,kg,INV646677,DESC aerospace_uas_avionics 57
S0004392,E001160,luxury_dual_use_consumer,FOB,air,45,pcs,INV631041,DESC luxury_dual_use_consumer 386
S0004393,E000886,machine_tools,FOB,sea,315,pcs,INV988074,DESC machine_tools 254
S0004394,E001606,maritime_port_equipment,FOB,road,468,pcs,INV891174,DESC maritime_port_equipment 403
S0004395,E000812,energy_equipment,DAP,road,435,kg,INV770994,DESC energy_equipment 359
S0004396,E001583,luxury_dual_use_consumer,CIF,air,341,L,INV944002,DESC luxury_dual_use_consumer 307
S0004397,E000773,chemicals_precursors,DAP,road,14,pcs,INV828611,DESC chemicals_precursors 458
S0004398,E000259,medical_bio_lab,FOB,road,51,L,INV202331,DESC medical_bio_lab 995
S0004399,E001842,energy_equipment,DAP,sea,277,pcs,INV637532,DESC energy_equipment 976
S0004400,E001257,maritime_port_equipment,FOB,air,252,pcs,INV576737,DESC maritime_port_equipment 563
S0004401,E001789,aerospace_uas_avionics,FOB,road,129,kg,INV673548,DESC aerospace_uas_avionics 5
S0004402,E000153,luxury_dual_use_consumer,FOB,sea,402,L,INV670898,DESC luxury_dual_use_consumer 928
S0004403,E001121,chemicals_precursors,FOB,road,442,pcs,INV979653,DESC chemicals_precursors 977
S0004404,E000987,aerospace_uas_avionics,FOB,sea,94,kg,INV374442,DESC aerospace_uas_avionics 475
S0004405,E001517,machine_tools,FOB,road,281,L,INV828752,DESC machine_tools 616
S0004406,E000948,luxury_dual_use_consumer,CIF,sea,259,kg,INV801197,DESC luxury_dual_use_consumer 439
S0004407,E000716,energy_equipment,CIF,sea,356,pcs,INV897177,DESC energy_equipment 592
S0004408,E001043,maritime_port_equipment,FOB,road,377,pcs,INV680408,DESC maritime_port_equipment 372
S0004409,E000963,luxury_dual_use_consumer,CIF,sea,321,L,INV796272,DESC luxury_dual_use_consumer 245
S0004410,E001143,chemicals_precursors,FOB,air,493,pcs,INV837588,DESC chemicals_precursors 941
S0004411,E000157,medical_bio_lab,FOB,sea,319,pcs,INV156689,DESC medical_bio_lab 656
S0004412,E001686,energy_equipment,CIF,air,204,kg,INV993854,DESC energy_equipment 909
S0004413,E001343,luxury_dual_use_consumer,FOB,sea,128,pcs,INV363027,DESC luxury_dual_use_consumer 263
S0004414,E000650,maritime_port_equipment,CIF,sea,381,L,INV306656,DESC maritime_port_equipment 481
S0004415,E001959,luxury_dual_use_consumer,CIF,sea,482,L,INV183804,DESC luxury_dual_use_consumer 720
S0004416,E001130,luxury_dual_use_consumer,FOB,sea,281,kg,INV810607,DESC luxury_dual_use_consumer 971
S0004417,E001285,machine_tools,DAP,sea,292,kg,INV785166,DESC machine_tools 4
S0004418,E000841,medical_bio_lab,FOB,air,409,kg,INV626992,DESC medical_bio_lab 806
S0004419,E000732,chemicals_precursors,DAP,sea,447,pcs,INV572548,DESC chemicals_precursors 758
S0004420,E001439,maritime_port_equipment,FOB,sea,403,pcs,INV938681,DESC maritime_port_equipment 355
S0004421,E001015,aerospace_uas_avionics,DAP,road,491,pcs,INV275692,DESC aerospace_uas_avionics 183
S0004422,E000399,machine_tools,FOB,road,253,kg,INV869317,DESC machine_tools 487
S0004423,E001045,luxury_dual_use_consumer,DAP,sea,212,kg,INV732103,DESC luxury_dual_use_consumer 539
S0004424,E001983,aerospace_uas_avionics,DAP,air,231,kg,INV703876,DESC aerospace_uas_avionics 679
S0004425,E000387,aerospace_uas_avionics,CIF,air,422,kg,INV375281,DESC aerospace_uas_avionics 758
S0004426,E001584,energy_equipment,CIF,road,405,L,INV288986,DESC energy_equipment 636
S0004427,E000194,medical_bio_lab,CIF,sea,290,pcs,INV619892,DESC medical_bio_lab 503
S0004428,E000286,energy_equipment,CIF,sea,250,kg,INV386780,DESC energy_equipment 391
S0004429,E001955,medical_bio_lab,FOB,sea,210,L,INV945481,DESC medical_bio_lab 371
S0004430,E001079,luxury_dual_use_consumer,FOB,air,368,L,INV257403,DESC luxury_dual_use_consumer 41
S0004431,E001091,chemicals_precursors,FOB,air,264,kg,INV695633,DESC chemicals_precursors 937
S0004432,E001667,medical_bio_lab,FOB,sea,306,pcs,INV813639,DESC medical_bio_lab 626
S0004433,E001333,luxury_dual_use_consumer,CIF,road,363,L,INV255108,DESC luxury_dual_use_consumer 127
S0004434,E000148,aerospace_uas_avionics,CIF,air,333,L,INV384255,DESC aerospace_uas_avionics 510
S0004435,E000757,luxury_dual_use_consumer,FOB,road,326,pcs,INV502572,DESC luxury_dual_use_consumer 342
S0004436,E001646,energy_equipment,CIF,road,127,L,INV427665,DESC energy_equipment 882
S0004437,E001507,aerospace_uas_avionics,DAP,sea,431,kg,INV692401,DESC aerospace_uas_avionics 281
S0004438,E000029,aerospace_uas_avionics,CIF,road,391,L,INV446380,DESC aerospace_uas_avionics 437
S0004439,E001369,machine_tools,FOB,air,480,L,INV357231,DESC machine_tools 947
S0004440,E001084,medical_bio_lab,FOB,sea,67,L,INV830624,DESC medical_bio_lab 238
S0004441,E001929,maritime_port_equipment,DAP,air,301,L,INV947757,DESC maritime_port_equipment 698
S0004442,E001093,aerospace_uas_avionics,DAP,road,109,kg,INV674251,DESC aerospace_uas_avionics 719
S0004443,E001707,aerospace_uas_avionics,DAP,road,152,L,INV439200,DESC aerospace_uas_avionics 663
S0004444,E000749,energy_equipment,FOB,air,140,pcs,INV214455,DESC energy_equipment 614
S0004445,E001736,machine_tools,CIF,road,409,pcs,INV681274,DESC machine_tools 437
S0004446,E001536,chemicals_precursors,CIF,air,192,pcs,INV764544,DESC chemicals_precursors 106
S0004447,E001249,machine_tools,DAP,road,360,pcs,INV827644,DESC machine_tools 956
S0004448,E001498,machine_tools,FOB,road,374,L,INV540949,DESC machine_tools 505
S0004449,E000323,machine_tools,FOB,sea,136,kg,INV375595,DESC machine_tools 30
S0004450,E001471,chemicals_precursors,CIF,sea,110,pcs,INV110900,DESC chemicals_precursors 165
S0004451,E001783,luxury_dual_use_consumer,CIF,road,235,kg,INV961211,DESC luxury_dual_use_consumer 231
S0004452,E001563,energy_equipment,CIF,air,166,kg,INV488866,DESC energy_equipment 955
S0004453,E000486,energy_equipment,CIF,air,354,kg,INV322071,DESC energy_equipment 436
S0004454,E000376,luxury_dual_use_consumer,FOB,sea,160,kg,INV851521,DESC luxury_dual_use_consumer 600
S0004455,E001926,machine_tools,CIF,sea,285,kg,INV839595,DESC machine_tools 653
S0004456,E000124,maritime_port_equipment,DAP,air,40,pcs,INV280808,DESC maritime_port_equipment 381
S0004457,E001180,aerospace_uas_avionics,DAP,road,471,kg,INV732373,DESC aerospace_uas_avionics 418
S0004458,E001521,luxury_dual_use_consumer,FOB,road,31,pcs,INV731717,DESC luxury_dual_use_consumer 997
S0004459,E001129,maritime_port_equipment,CIF,air,140,pcs,INV169147,DESC maritime_port_equipment 945
S0004460,E000872,machine_tools,CIF,sea,388,kg,INV981955,DESC machine_tools 357
S0004461,E001365,maritime_port_equipment,CIF,road,34,L,INV420291,DESC maritime_port_equipment 111
S0004462,E001769,energy_equipment,DAP,sea,337,kg,INV714011,DESC energy_equipment 149
S0004463,E000439,luxury_dual_use_consumer,CIF,sea,499,kg,INV879215,DESC luxury_dual_use_consumer 6
S0004464,E000336,luxury_dual_use_consumer,DAP,road,22,pcs,INV708362,DESC luxury_dual_use_consumer 693
S0004465,E001716,energy_equipment,DAP,air,428,L,INV922468,DESC energy_equipment 845
S0004466,E000549,maritime_port_equipment,FOB,air,70,pcs,INV748414,DESC maritime_port_equipment 938
S0004467,E000969,chemicals_precursors,CIF,air,318,pcs,INV487657,DESC chemicals_precursors 499
S0004468,E001654,maritime_port_equipment,FOB,road,340,L,INV948053,DESC maritime_port_equipment 362
S0004469,E001223,medical_bio_lab,CIF,road,226,L,INV906103,DESC medical_bio_lab 92
S0004470,E000626,energy_equipment,DAP,sea,14,pcs,INV195446,DESC energy_equipment 765
S0004471,E000366,machine_tools,CIF,road,476,kg,INV857515,DESC machine_tools 722
S0004472,E001362,medical_bio_lab,CIF,road,366,pcs,INV123225,DESC medical_bio_lab 83
S0004473,E001550,maritime_port_equipment,FOB,sea,299,L,INV930764,DESC maritime_port_equipment 208
S0004474,E000599,maritime_port_equipment,FOB,sea,378,L,INV772656,DESC maritime_port_equipment 40
S0004475,E000313,luxury_dual_use_consumer,CIF,sea,35,L,INV108620,DESC luxury_dual_use_consumer 251
S0004476,E000717,medical_bio_lab,DAP,sea,375,L,INV252088,DESC medical_bio_lab 830
S0004477,E000845,energy_equipment,DAP,sea,223,kg,INV794827,DESC energy_equipment 487
S0004478,E000670,medical_bio_lab,FOB,sea,359,L,INV802523,DESC medical_bio_lab 95
S0004479,E000298,luxury_dual_use_consumer,FOB,air,456,kg,INV527213,DESC luxury_dual_use_consumer 540
S0004480,E000355,luxury_dual_use_consumer,FOB,air,263,L,INV112030,DESC luxury_dual_use_consumer 964
S0004481,E001113,maritime_port_equipment,DAP,sea,196,pcs,INV526779,DESC maritime_port_equipment 345
S0004482,E000405,luxury_dual_use_consumer,FOB,air,221,pcs,INV616641,DESC luxury_dual_use_consumer 432
S0004483,E000847,aerospace_uas_avionics,CIF,road,222,pcs,INV445484,DESC aerospace_uas_avionics 821
S0004484,E000737,luxury_dual_use_consumer,FOB,road,269,L,INV178118,DESC luxury_dual_use_consumer 440
S0004485,E001765,machine_tools,CIF,air,62,pcs,INV934798,DESC machine_tools 376
S0004486,E001525,luxury_dual_use_consumer,DAP,road,93,L,INV937577,DESC luxury_dual_use_consumer 96
S0004487,E001767,machine_tools,DAP,air,397,pcs,INV325002,DESC machine_tools 5
S0004488,E001961,maritime_port_equipment,CIF,road,89,pcs,INV586851,DESC maritime_port_equipment 730
S0004489,E001234,luxury_dual_use_consumer,DAP,sea,396,kg,INV725883,DESC luxury_dual_use_consumer 237
S0004490,E000249,luxury_dual_use_consumer,DAP,sea,128,L,INV974175,DESC luxury_dual_use_consumer 944
S0004491,E001636,chemicals_precursors,CIF,sea,218,L,INV993165,DESC chemicals_precursors 455
S0004492,E000446,aerospace_uas_avionics,DAP,sea,367,L,INV703585,DESC aerospace_uas_avionics 528
S0004493,E001674,machine_tools,FOB,road,289,pcs,INV100813,DESC machine_tools 113
S0004494,E000685,medical_bio_lab,DAP,road,453,kg,INV346318,DESC medical_bio_lab 89
S0004495,E000882,aerospace_uas_avionics,DAP,road,345,kg,INV875801,DESC aerospace_uas_avionics 880
S0004496,E000908,chemicals_precursors,DAP,road,114,pcs,INV638703,DESC chemicals_precursors 14
S0004497,E000160,luxury_dual_use_consumer,CIF,sea,347,pcs,INV991758,DESC luxury_dual_use_consumer 339
S0004498,E000587,medical_bio_lab,DAP,sea,293,L,INV273939,DESC medical_bio_lab 245
S0004499,E001274,luxury_dual_use_consumer,DAP,air,316,L,INV866854,DESC luxury_dual_use_consumer 598
S0004500,E001316,energy_equipment,DAP,sea,205,pcs,INV204858,DESC energy_equipment 440
S0004501,E001736,chemicals_precursors,DAP,road,213,pcs,INV712460,DESC chemicals_precursors 949
S0004502,E000213,luxury_dual_use_consumer,FOB,sea,346,L,INV824454,DESC luxury_dual_use_consumer 541
S0004503,E001263,energy_equipment,CIF,air,457,pcs,INV442788,DESC energy_equipment 201
S0004504,E000480,machine_tools,DAP,air,220,pcs,INV994127,DESC machine_tools 505
S0004505,E000056,medical_bio_lab,CIF,road,449,pcs,INV992741,DESC medical_bio_lab 733
S0004506,E000840,luxury_dual_use_consumer,FOB,air,182,pcs,INV349514,DESC luxury_dual_use_consumer 82
S0004507,E000163,energy_equipment,FOB,sea,263,kg,INV405996,DESC energy_equipment 595
S0004508,E001123,chemicals_precursors,FOB,road,299,pcs,INV529928,DESC chemicals_precursors 507
S0004509,E001117,medical_bio_lab,FOB,sea,477,kg,INV363841,DESC medical_bio_lab 303
S0004510,E000900,luxury_dual_use_consumer,CIF,road,478,kg,INV911994,DESC luxury_dual_use_consumer 397
S0004511,E001905,maritime_port_equipment,CIF,air,436,pcs,INV312088,DESC maritime_port_equipment 650
S0004512,E001796,machine_tools,FOB,air,491,L,INV345909,DESC machine_tools 311
S0004513,E000887,chemicals_precursors,FOB,road,8,pcs,INV343297,DESC chemicals_precursors 358
S0004514,E000776,luxury_dual_use_consumer,DAP,air,221,pcs,INV404336,DESC luxury_dual_use_consumer 554
S0004515,E000437,luxury_dual_use_consumer,CIF,road,161,pcs,INV826737,DESC luxury_dual_use_consumer 28
S0004516,E000609,chemicals_precursors,FOB,sea,151,L,INV799318,DESC chemicals_precursors 404
S0004517,E000992,aerospace_uas_avionics,CIF,road,225,kg,INV270477,DESC aerospace_uas_avionics 82
S0004518,E001680,maritime_port_equipment,CIF,road,449,kg,INV107613,DESC maritime_port_equipment 898
S0004519,E000100,energy_equipment,CIF,air,83,kg,INV220215,DESC energy_equipment 136
S0004520,E001515,aerospace_uas_avionics,CIF,sea,83,kg,INV976012,DESC aerospace_uas_avionics 264
S0004521,E001849,machine_tools,DAP,air,58,kg,INV891073,DESC machine_tools 474
S0004522,E001291,energy_equipment,CIF,sea,350,pcs,INV340315,DESC energy_equipment 791
S0004523,E000120,maritime_port_equipment,DAP,air,97,kg,INV580941,DESC maritime_port_equipment 747
S0004524,E000309,chemicals_precursors,CIF,air,112,L,INV970515,DESC chemicals_precursors 761
S0004525,E000288,maritime_port_equipment,FOB,road,455,kg,INV559087,DESC maritime_port_equipment 437
S0004526,E001544,medical_bio_lab,FOB,road,136,kg,INV448854,DESC medical_bio_lab 754
S0004527,E000661,maritime_port_equipment,DAP,sea,413,pcs,INV976221,DESC maritime_port_equipment 866
S0004528,E000529,medical_bio_lab,DAP,sea,87,kg,INV601559,DESC medical_bio_lab 900
S0004529,E001551,maritime_port_equipment,CIF,road,394,pcs,INV205460,DESC maritime_port_equipment 553
S0004530,E000177,chemicals_precursors,CIF,road,215,L,INV652200,DESC chemicals_precursors 601
S0004531,E000811,medical_bio_lab,CIF,air,383,L,INV367291,DESC medical_bio_lab 856
S0004532,E000593,medical_bio_lab,FOB,sea,283,kg,INV190819,DESC medical_bio_lab 423
S0004533,E001049,maritime_port_equipment,FOB,road,281,L,INV734968,DESC maritime_port_equipment 815
S0004534,E001210,aerospace_uas_avionics,CIF,air,54,kg,INV402649,DESC aerospace_uas_avionics 537
S0004535,E000757,chemicals_precursors,DAP,air,297,pcs,INV517429,DESC chemicals_precursors 230
S0004536,E000578,maritime_port_equipment,FOB,road,235,L,INV667950,DESC maritime_port_equipment 419
S0004537,E000822,aerospace_uas_avionics,DAP,sea,263,kg,INV424890,DESC aerospace_uas_avionics 535
S0004538,E000977,aerospace_uas_avionics,FOB,sea,279,pcs,INV222247,DESC aerospace_uas_avionics 904
S0004539,E000764,luxury_dual_use_consumer,CIF,air,126,pcs,INV190258,DESC luxury_dual_use_consumer 980
S0004540,E000307,aerospace_uas_avionics,DAP,sea,185,kg,INV825515,DESC aerospace_uas_avionics 276
S0004541,E000548,medical_bio_lab,DAP,road,277,L,INV557478,DESC medical_bio_lab 565
S0004542,E000826,aerospace_uas_avionics,CIF,road,362,L,INV252935,DESC aerospace_uas_avionics 686
S0004543,E001293,maritime_port_equipment,DAP,sea,120,pcs,INV244490,DESC maritime_port_equipment 477
S0004544,E001170,luxury_dual_use_consumer,CIF,road,91,L,INV317543,DESC luxury_dual_use_consumer 934
S0004545,E000362,maritime_port_equipment,FOB,air,40,L,INV292908,DESC maritime_port_equipment 423
S0004546,E000988,chemicals_precursors,DAP,road,133,pcs,INV701254,DESC chemicals_precursors 384
S0004547,E001612,maritime_port_equipment,FOB,road,142,L,INV267689,DESC maritime_port_equipment 165
S0004548,E001324,medical_bio_lab,FOB,road,293,pcs,INV631835,DESC medical_bio_lab 564
S0004549,E000655,medical_bio_lab,FOB,air,52,kg,INV407352,DESC medical_bio_lab 78
S0004550,E000730,maritime_port_equipment,CIF,road,70,pcs,INV348329,DESC maritime_port_equipment 85
S0004551,E001967,maritime_port_equipment,DAP,air,493,kg,INV891259,DESC maritime_port_equipment 421
S0004552,E001018,energy_equipment,DAP,sea,28,kg,INV270186,DESC energy_equipment 828
S0004553,E000711,maritime_port_equipment,CIF,road,39,L,INV653514,DESC maritime_port_equipment 415
S0004554,E000233,aerospace_uas_avionics,FOB,air,190,L,INV946777,DESC aerospace_uas_avionics 56
S0004555,E001229,medical_bio_lab,DAP,air,64,pcs,INV633316,DESC medical_bio_lab 709
S0004556,E000682,chemicals_precursors,CIF,air,360,pcs,INV889911,DESC chemicals_precursors 80
S0004557,E000360,maritime_port_equipment,DAP,air,132,pcs,INV821860,DESC maritime_port_equipment 570
S0004558,E001020,aerospace_uas_avionics,DAP,road,494,kg,INV157811,DESC aerospace_uas_avionics 751
S0004559,E000470,aerospace_uas_avionics,DAP,sea,345,pcs,INV410828,DESC aerospace_uas_avionics 415
S0004560,E001446,maritime_port_equipment,CIF,air,34,L,INV480691,DESC maritime_port_equipment 684
S0004561,E000629,maritime_port_equipment,FOB,sea,389,kg,INV151590,DESC maritime_port_equipment 334
S0004562,E001562,machine_tools,DAP,sea,412,pcs,INV392929,DESC machine_tools 853
S0004563,E001759,medical_bio_lab,FOB,road,148,L,INV376882,DESC medical_bio_lab 117
S0004564,E001155,energy_equipment,FOB,road,424,pcs,INV318537,DESC energy_equipment 685
S0004565,E000938,machine_tools,DAP,sea,443,kg,INV717940,DESC machine_tools 159
S0004566,E001553,maritime_port_equipment,CIF,air,227,kg,INV672160,DESC maritime_port_equipment 520
S0004567,E001837,luxury_dual_use_consumer,FOB,air,458,pcs,INV508306,DESC luxury_dual_use_consumer 316
S0004568,E000282,luxury_dual_use_consumer,CIF,sea,180,L,INV294615,DESC luxury_dual_use_consumer 219
S0004569,E001518,machine_tools,CIF,road,253,kg,INV127862,DESC machine_tools 943
S0004570,E001362,energy_equipment,DAP,air,417,kg,INV787949,DESC energy_equipment 570
S0004571,E000314,maritime_port_equipment,FOB,sea,417,L,INV368581,DESC maritime_port_equipment 244
S0004572,E000372,aerospace_uas_avionics,CIF,air,477,L,INV901178,DESC aerospace_uas_avionics 242
S0004573,E000918,machine_tools,DAP,road,87,pcs,INV718143,DESC machine_tools 287
S0004574,E001432,machine_tools,CIF,air,314,pcs,INV864046,DESC machine_tools 94
S0004575,E000592,energy_equipment,FOB,sea,267,L,INV943599,DESC energy_equipment 180
S0004576,E000897,luxury_dual_use_consumer,FOB,sea,280,pcs,INV767803,DESC luxury_dual_use_consumer 258
S0004577,E000396,aerospace_uas_avionics,FOB,road,260,pcs,INV977292,DESC aerospace_uas_avionics 274
S0004578,E000395,chemicals_precursors,DAP,road,133,kg,INV757544,DESC chemicals_precursors 946
S0004579,E000092,maritime_port_equipment,FOB,sea,135,pcs,INV941936,DESC maritime_port_equipment 17
S0004580,E001245,chemicals_precursors,FOB,road,294,L,INV106131,DESC chemicals_precursors 92
S0004581,E000489,chemicals_precursors,FOB,sea,23,kg,INV471895,DESC chemicals_precursors 496
S0004582,E001029,medical_bio_lab,DAP,air,96,pcs,INV823699,DESC medical_bio_lab 30
S0004583,E001803,maritime_port_equipment,FOB,air,482,L,INV588156,DESC maritime_port_equipment 509
S0004584,E001269,maritime_port_equipment,CIF,air,18,kg,INV986943,DESC maritime_port_equipment 220
S0004585,E001023,energy_equipment,CIF,air,312,pcs,INV419536,DESC energy_equipment 106
S0004586,E000216,machine_tools,CIF,road,73,kg,INV117561,DESC machine_tools 438
S0004587,E001677,aerospace_uas_avionics,FOB,road,472,pcs,INV465346,DESC aerospace_uas_avionics 853
